No,Case Types,User Grouping_New,User Grouping_Old,Segment,Product,Sub Product,Case Category,Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Suggestion,Suggestion - Breakdown,Level of Effort,"Range of Days 
(Actual SLA)","Actual SLA
(days)","Target SLA 
(days)",BRI Notes,Team Name,T1 - Agent CCT/Frontliner,T2.1 - Supporting Unit,T2.2 - Supporting Unit,T2.3 - Supporting Unit,T3.1 - Product Owner,T3.2 - Product Owner,T3.3 - Product Owner,T4.1 - Technical Team,T4.2 - Technical Team,T4.3 - Technical Team,T5.1 - Third Party,T5.2 - Third Party,T5.3 - Third Party,Total SLA,New SLA,Status,GIC,Maker,Checker,Signer,Courtesy Awal,Kebutuhan Data,Jenis Produk dan atau Layanan LKPBU,Kategori Permasalahan LKPBU,Jenis Transaksi LKPBU,Penyebab Pengaduan LKPBU,Jenis Produk LBUT,Sandi Jenis  Produk LBUT,Sebab Pengaduan LBUT,Sandi Penyebab LBUT
230.0,8629,Resolution Center,Service & Contact Center - CCT,UMKM,Merchant Solutions,Payment Solutions,Complaint - Transaction,Merchant - Transaksi KK BRI/Kartu bank lain - Refund double posting (kendala system),,,Yes,No,No,Move to Resolution Center,,Very High,16 ~ 20,16.0,2.0,Proposed to delete,T2.1 - FST,1.0,5.0,,,,,,,,,,,,6.0,5.0,Done,RPT-MCO,,,,,,,,,,,,,
237.0,8703,Resolution Center,Service & Contact Center - CCT,Individu Umum,Savings,Debit Card,Request,Enable / Disable Kartu ATM (kartu debit),,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,,,,,,,,,,
242.0,8709,Operational Risk,Operational Risk,Korporasi,Transaction Banking,Cash Management,Fraud / Suspicious Transactions,Investigasi Indikasi Fraud Internal,,,Yes,Yes,No,No Change,,Extremely High,21 ~ 70,23.0,19.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-FBI,,,,,,,,,,,,,
246.0,8714,Resolution Center,Service & Contact Center - NFT,Individu Umum,Savings,Electronic Money,Complaint - Non-Transaction,Komplain BRIZZI Fuel Card,,,Yes,No,No,Move to Resolution Center,Stay in NFT,Low,3 ~ 5,3.0,5.0,"Proposed to delete, Gabung dengan komplain BRIZZI",T2.1 - NFT,1.0,5.0,,,,,,,,,,,,6.0,5.0,Done,LCC-ISSUER,,,,,,,,,,,,,
247.0,8716,Operational Risk,Operational Risk,Korporasi,Transaction Banking,Cash Management,Fraud / Suspicious Transactions,Register Surat Bilateral Bank Lain (Penipuan),,,Yes,Yes,No,No Change,,Medium,6 ~ 10,6.0,20.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-FBI,,,,,,,,,,,,,
249.0,8802,Resolution Center,Service & Contact Center - CCT,Individu Umum,Investment,Bancassurance,Third Party Support,Permohonan Layanan Asuransi BRINS,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,1.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,,,,,,,,,,
250.0,8803,Resolution Center,Service & Contact Center - NFT,All,"Savings, Transaction Banking","Tabungan, Cash Management, Payment Solutions, Mobile Banking, Internet Banking",Complaint - Transaction,Nasabah BRI gagal Transfer & terdebet ke Rek BRI Syariah,,,Yes,No,No,Move to Resolution Center,Stay in NFT,Low,3 ~ 5,2.0,14.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-ISSUER,,,,,,,,,,,,,
260.0,8903,Resolution Center,Service & Contact Center - CRS,All,All,All,Third Party Support,Komplain Antar Bank,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,1.0,19.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CRC,,,,,,,,,,,,,
261.0,8904,Resolution Center,Service & Contact Center - CRS,Individu Umum,Savings,Tabungan,Third Party Support,Komplain Perhimpunan Dana Lainnya ( komplain terkait program kerjasama),,,Yes,No,No,Move to Resolution Center,,Low,3 ~ 5,2.0,19.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CRC,,,,,,,,,,,,,
262.0,8910,Funding & Retail Payment,Funding & Retail Payment,Individu Umum,Savings,Giro,Complaint - Transaction,Komplain Kliring di Teller,,,Yes,No,No,Move to Resolution Center,,Medium,6 ~ 10,7.0,5.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,SRK-RTGKL,,,,,,,,,,,,,
263.0,8911,Resolution Center,Service & Contact Center - NFT,Individu Umum,Savings,Mobile Banking,Complaint - Transaction,Komplain BRImo Payment,,,Yes,No,No,Move to Resolution Center,Stay in NFT,Very High,16 ~ 20,16.0,19.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-ISSUER,,,,,,,,,,,,,
265.0,8914,Resolution Center,Service & Contact Center - CRS,All,"Savings, Transaction Banking","Tabungan, Cash Management, Payment Solutions, Mobile Banking, Internet Banking",Platform & Device Support,Komplain Kios K (sunset channel),,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,19.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CRC,,,,,,,,,,,,,
268.0,8918,Resolution Center,Service & Contact Center - CRS,All,All,All,Products / Promotion Inquiry,Produk Kerjasama Lainnya,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,8.0,Proposed to delete,T2.1 - CRS,1.0,1.0,,,,,,,,,,,,2.0,1.0,Done,LCC-CRC,,,,,,,,,,,,,
271.0,8926,Resolution Center,Service & Contact Center - CRS,All,All,All,Customer Feedback / Sentiment Monitoring,Pengaduan di Media Cetak - terkait Pembayaran,,,Yes,No,No,Move to Resolution Center,,Low,3 ~ 5,2.0,3.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CRC,,,,,,,,,,,,,
272.0,8928,Resolution Center,Service & Contact Center - CRS,All,All,All,Customer Feedback / Sentiment Monitoring,Liputan Media Elektronik - terkait Pembayaran,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,1.0,3.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CRC,,,,,,,,,,,,,
273.0,8929,Resolution Center,Service & Contact Center - CRS,All,All,All,Customer Feedback / Sentiment Monitoring,Publikasi/Tulisan Di Tempat Umum - terkait Pembayaran,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,3.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CRC,,,,,,,,,,,,,
274.0,8930,Resolution Center,Service & Contact Center - CRS,All,All,All,Customer Feedback / Sentiment Monitoring,Publikasi Negatif Lainnya - terkait Pembayaran,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,3.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CRC,,,,,,,,,,,,,
275.0,8931,Resolution Center,Service & Contact Center - CRS,All,All,All,Customer Feedback / Sentiment Monitoring,Pengaduan di Media Cetak - tidak terkait Pembayaran,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,3.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CRC,,,,,,,,,,,,,
276.0,8933,Resolution Center,Service & Contact Center - CRS,All,All,All,Customer Feedback / Sentiment Monitoring,Liputan Media Elektronik - tidak terkait Pembayaran,,,Yes,No,No,Move to Resolution Center,,Low,3 ~ 5,2.0,3.0,Proposed to delete,T2.1 - CRS,1.0,3.0,,,,,,,,,,,,4.0,3.0,Done,LCC-CRC,,,,,,,,,,,,,
284.0,8947,Digital Banking,Application & Operations,Individu Umum,Loans,KTA - Digital,Platform & Device Support,Pengajuan Briguna digital NIK Tidak Terdaftar,,,Yes,No,No,Move to Resolution Center,,High,11 ~ 15,13.0,19.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,DCE,,,,,,,,,,,,,
285.0,8948,Digital Banking,Application & Operations,Individu Umum,Loans,KTA - Digital,Platform & Device Support,Pengajuan Briguna Digital KTP/NPWP Tidak Sesuai atau Tidak Terbaca,,,Yes,No,No,Move to Resolution Center,,Medium,6 ~ 10,5.0,19.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,DCE,,,,,,,,,,,,,
288.0,8981,Resolution Center,Service & Contact Center - CRS,All,All,All,Third Party Support,Other Partners (propose to delete),,,Yes,No,No,Move to Resolution Center,,Low,3 ~ 5,2.0,,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CRC,,,,,,,,,,,,,
289.0,8982,Funding & Retail Payment,Funding & Retail Payment,UMKM,Merchant Solutions,EDC/QRIS,Complaint - Transaction,Transaksi QRIS Laporan dari Merchant,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,1.0,4.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,RPT-MCO,,,,,,,,,,,,,
290.0,8983,Resolution Center,Service & Contact Center - CCT,UMKM,Merchant Solutions,Payment Solutions,Request,Pembatalan Transaksi / Refund Merchant,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,14.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,,,,,,,,,,
291.0,8984,Resolution Center,Service & Contact Center - CCT,UMKM,Merchant Solutions,Payment Solutions,Platform & Device Support,Status Mesin EDC tidak Bisa Digunakan,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,3.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,,,,,,,,,,
293.0,8986,Resolution Center,Service & Contact Center - CCT,UMKM,Merchant Solutions,Payment Solutions,Complaint - Transaction,Pembayaran Settlement Merchant (gagal settlement),,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,14.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,,,,,,,,,,
296.0,9001,Resolution Center,Service & Contact Center - NFT,All,All,All,Products / Promotion Inquiry,BRI Agro,,,Yes,No,No,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,,19.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-ACQ,,,,,,,,,,,,,
301.0,9999,Resolution Center,Service & Contact Center - NFT,Individu Umum,Savings,Electronic Money,Complaint - Transaction,Gagal Transaksi BRIZZI,,,Yes,No,No,Move to Resolution Center,Stay in NFT,Medium,6 ~ 10,7.0,2.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-ISSUER,,,,,,,,,,,,,
304.0,1201,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Komplain aplikasi Kartu Kredit Co Branding (pengajuan kartu kredit),,,Yes,Yes,No,No Change,,Medium,6 ~ 10,9.0,13.0,Proposed to delete,,,,,,,,,,,,,,,1.0,,Done,KKD-MPP-PRN,,,,,,,,,,,,,
343.0,1733,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,,Poin kartu Infinite,,,Yes,Yes,No,No Change,,Very Low,0 ~ 2,,,Proposed to Delete,,1.0,,,,,,,,,,,,,1.0,,Done,KKD-PBK-KKPBK,,,,,,,,,,,,,
346.0,4219,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,,Pendaftaran QRIS Kartu Kredit Pemerintah secara Manual,,,Yes,Yes,No,No Change,,Very Low,0 ~ 2,,14.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,KKD-PBK-KKPBK,,,,,,,,,,,,,
347.0,4206,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Kartu Kredit Baru Karena Pembayaran Tidak Lancar,Nasabah Mengajukan Kartu Kredit Baru Karena Pembayaran Tidak Lancar,1.0,Yes,Yes,No,No Change,,Very Low,0 ~ 2,,15.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,KKD-CRI-DATAM,,,,,,,,,,,,,
349.0,1728,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Penukaran poin untuk iuran tahunan,Nasabah Mengajukan Penukaran Poin untuk Iuran Tahunan,,Yes,Yes,No,No Change,,Very Low,0 ~ 2,,20.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,KKD-OPS-MSU,,,,,,,,,,,,,
350.0,4300,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Belum terima PIN Kartu kredit dan PIN kartu Kredit Invalid,Nasabah Komplain Belum Terima PIN Kartu Kredit atau PIN Kartu Kredit Invalid,,Yes,Yes,No,No Change,,Very Low,0 ~ 2,,8.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,KKD-RMG-PIN,,,,,,,,,,,,,
351.0,4309,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengiriman Kartu dari Anti Attrition,,,Yes,Yes,No,No Change,,Very Low,0 ~ 2,,5.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,KKD-OPS-DELIVERY,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
