No,Case Types,active,User Grouping_New,Segment,Product,Sub Product,Case Category,Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Suggestion,Suggestion - Breakdown,Level of Effort,"Range of Days 
(Actual SLA)","Actual SLA
(days)","Target SLA 
(days)",BRI Notes,Team Name,T1 - Agent CCT/Frontliner,T2.1 - Supporting Unit,T2.2 - Supporting Unit,T3.1 - Product Owner,T4.1 - Technical Team,Total SLA,New SLA,Status,GIC,Maker,Checker,Signer,Courtesy Awal,Kebutuhan Data,Detail BRICare,Unnamed: 58,external_id
192,8439,TRUE,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal transfer & terdebet jaringan ATM Himbara,Nasabah Komplain Gagal Transfer & Saldo Berkurang di ATM/CRM Himbara,,,,,Move to Resolution Center,Stay in NFT,Low,3 ~ 5,3.0,4.0,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include JALIN",1,4,,,,5,4,Done,LCC-ISSUER,Agent,Supervisor,Manager,1C,Regular Banking,"Nasabah gagal melakukan transaksi transfer :
 Ke Bank : (BRI atau Bank Lain)
 Nomor rekening :
 Pemilik rekening :
 Sebesar : Rp.
 Sebanyak : kali
 Tanggal :
 Pukul : wib
 Melalui : Internet Banking, SMS Banking, terminal ATM BRI atau
 Bank lain )
 Keterangan / Respon :
 Keterangan tambahan :
 
 Note :
 
 Mohon bantuannya untuk tindak lanjut.
 Terima kasih.
 (Copy transaksi dari aplikasi CHS)
 ===========================================
 Nasabah melakukan transaksi salah transfer :
 Ke Bank : (BRI atau Bank Lain)
 Nomor rekening yang diketik :
 Pemilik rekening :
 Sebesar : Rp.
 Sebanyak : kali
 Tanggal :
 Pukul : wib
 Melalui : Internet Banking, SMS Banking, terminal ATM BRI atau
 Bank lain )
 
 No Rekening yang seharusnya :
 Pemilik Rekening :
 
 Keterangan / Respon :
 Keterangan tambahan :
 
 Note :
 
 Mohon bantuannya untuk tindak lanjut.
 Terima kasih.
 (Copy transaksi dari aplikasi CHS)
 
 Sarankan nasabah kirim Dokumen : KTP, bukti transfer (jika ada), surat pernyataan salah transfer (materai 10.000)
 ===========================================",,8439
193,8441,TRUE,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah ATM Bersama gagal transfer & terdebet ke BRI,Nasabah Jaringan BERSAMA Gagal Transfer ke BRI dan Saldo Berkurang,,,,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,1.0,10.0,,"T2.1 - NFT(ACQUIRER), include Branch(Uker)",1,8,,,,9,8,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah bank lain terdebet transfer ke rekening BRI:
 Bank pengirim : (nama Bank)",,8441
194,8442,TRUE,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah ATM Prima gagal transfer & terdebet ke BRI,Nasabah Jaringan PRIMA Gagal Transfer ke BRI dan Saldo Berkurang,,,,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,,10.0,,"T2.1 - NFT(ACQUIRER), include Branch(Uker)",1,8,,,,9,8,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah bank lain terdebet transfer ke rekening BRI:
 Bank pengirim : (nama Bank)",,8442
195,8443,TRUE,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah ATM Himbara gagal transfer & terdebet ke BRI,Nasabah Jaringan HIMBARA Gagal Transfer ke BRI dan Saldo Berkurang,,,,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,,10.0,,"T2.1 - NFT(ACQUIRER), include Branch(Uker)",1,8,,,,9,8,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah bank lain terdebet transfer ke rekening BRI:
 Bank pengirim : (nama Bank)",,8443
196,8445,TRUE,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Sanggahan Transaksi Koreksi ( Korr ),Nasabah Komplain Terkait Sanggahan Transaksi Koreksi,,,,,Move to Resolution Center,Move to CCT,Low,3 ~ 5,3.0,3.0,"Agent Leader agar dapat diberikan akses ke MASPro untuk melakukan identifikasi remarks Koreksi, sekaligus dictionary remarks koreksi, agar dapat di update pada WI",T2.1 - CRS,1,2,,,,3,2,Done,LCC-CRC,,,,1B,Regular Banking,"Nasabah melaporkan saldo berkurang, merasa tidak pernah melakukan transaksi.
 Saldo yang berkurang sebesar : Rp. …
 Transaksi yang tidak diakui :
 Sebanyak : …( berapa kali )
 Tanggal : …
 Layanan yang teregistrasi saat pelaporan :
 sudah jelaskan jenis transaksi yang disanggah : .......
 ( Cek CHS dan kamus transaksi di Library )
 Jika detail transaksdi i yang disanggah : ""Korxxxxxxx""
 apakah ada pinjaman BRI :
 apakah terdaftar autodebet :
 apakah pernah transaksi pada tanggal yang tercantum di ""Korxxxxx"" :
 
 ( Copy transaksi yang disanggah dari CHS)
 
 Kantor BRI yang bisa dikunjungi nasabah :",,8445
197,8494,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Buka Tabungan Emas Melalui Aplikasi BRImo,"Nasabah menanyakan dan komplain terkait cara membuka tabungan emas melalui aplikasi BRImo, gagal membuka tabungan emas, tapi saldo berkurang, dan gagal auto debit",,,,,,,,,5.0,5.0,Done,T2.1 - CRS,1,5,,,,6,5,,LCC-CCTCALL,,,,1B,Regular Banking,"Nasabah gagal Buka Tabungan Emas : 
Nomor rekening sumber dana : 
Nomor rekening Tabungan Emas Pegadaian : 
Echannel  :  BRImo                                         
Nomor Referensi transaksi di BRImo : 
Nominal transaksi : 
Remark mutasi  :  ……    ( Jika nomor referensi tidak ada )        ",,8494
198,8495,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Beli Emas Melalui Aplikasi BRImo,"Nasabah gagal membeli emas melalui aplikasi BRImo, saldo berkurang atau emas belum bertambah",,,,,,,,,5.0,5.0,Done,T2.1 - CRS,1,5,,,,6,5,,LCC-CCTCALL,,,,1B,Regular Banking,"Nasabah Gagal Jual Emas : 
Nomor rekening sumber dana : 
Nomor rekening Tabungan Emas Pegadaian : 
Echannel  :  BRImo                                         
Nomor Referensi transaksi di BRImo : 
Nominal transaksi : 
Remark mutasi  :  ……    ( Jika nomor referensi tidak ada )    ",,8495
199,8496,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Jual Emas Melalui Aplikasi BRImo,"Nasabah gagal menjual emas melalui aplikasi BRImo, emas berkurang atau saldo belum bertambah",,,,,,,,,5.0,5.0,Done,T2.1 - CRS,1,5,,,,6,5,,LCC-CCTCALL,,,,1B,Regular Banking,"Nasabah Gagal Beli Emas : 
Nomor rekening sumber dana : 
Nomor rekening Tabungan Emas Pegadaian : 
Echannel  :  BRImo                                         
Nomor Referensi transaksi di BRImo : 
Nominal transaksi : 
Remark mutasi  :  ……    ( Jika nomor referensi tidak ada )    """,,8496
2,8501,TRUE,Resolution Center,"Individu Umum, Individu Priority & Private",Servicing,Kartu Debit,Request,Pengajuan PIN baru (Pin salah),Nasabah Menanyakan Informasi Pengajuan PIN Baru/PIN Salah,,,,,Move to Resolution Center,,Very Low,0 ~ 2,,,,T1 - Agent CCT/Frontliner,1,,,,,1,,Done,LCC-CCTCALL,,,,1A,Regular Banking,"Nasabah menanyakan status PIN kartu ATM :
 Detail komplain nsb : (catat dengan lengkap)
 Solusi/informasi kpd nsb:
 
 (Copy status kartu ATM dari WBS/CAMS)",,8501
201,8502,TRUE,Resolution Center,Individu Priority & Private,Loans,Kartu Kredit,Complaint - Non-Transaction,Belum Terima Kartu Prioritas,Nasabah komplain terkait belum terima kartu prioritas,,,,,,,,,,,Done,T1 - Agent CCT/Frontliner,1,,,,,1,,,LCC-CCTCALL,,,,1A,Regular Banking,"Nasabah melaporkan belum terima pin/kartu ATM (perpanjangan/baru/pengganti) Prioritas
 No kartu ATM :
 Nama pemilik rekening
 Hasil kordinasi dengan PBO (SLP) adalah:",,8502
202,8505,TRUE,Resolution Center,Individu Priority & Private,Loans,Kartu Kredit,Request,Pengaktifan Kartu BRI Prioritas,Nasabah Mengajukan Aktivasi Kartu Debit BRI Prioritas,,,,,Move to Resolution Center,,Very Low,0 ~ 2,,,Perlu adanya pembaharuan proses internal,T1 - Agent CCT/Frontliner,1,,,,,1,,Done,LCC-CCTCALL,,,,1A,Regular Banking,"Mohon bantuannya untuk pengaktifan kartu ATM nasabah Prioritas dengan data nasabah:
 Diterima melalui Email:
 1. Nama Nasabah:
 2. No rekening:
 3. Alasan:
 
 Uker: (Cantum nama Uker sesuai Nota Pengaktifan Kartu) (Copy WBS)",,8505
203,8602,TRUE,Resolution Center,Individu Umum,Servicing,Mobile Banking,Platform & Device Support,BRImo Permasalahan Sistem Error,Nasabah Komplain Terkait Permasalahan System Error BRImo,1.0,"1. Error Code
2. Gagal Tarik Tunai Melalui BRImo (Dana Tidak Terdebet)
3. Gagal Verifikasi BRImo (OTP diterima namun Verifikasi gagal)
4. Lambat/Koneksi Terputus
5. Safety Mode
6. Terima Email Notifikasi Namun Terlambat
7. Tidak Menerima Aktifitas Transaksi
8. Tidak Terima Email Notifikasi
9. Tidak Terima OTP
10. User ID Terblokir Tanpa Salah Password",,,Move to Resolution Center,,Very Low,0 ~ 2,,1.0,"Sub: Lupa PIN, User ID terblokir, Lupa User ID, Tidak Terima OTP, Tidak Terima Email Notifikasi, Error Code, Gagal Verifikasi, Safety Mode, Lainnya, Agar dapat di intergrasi dengan ITSM",T4.1 - APP(SDK),1,,,,2,3,2,Partially Done,LCC-CCTCALL,,,,1B,Regular Banking,"Ch komplain tidak bisa menggunakan E-channel BRI
 Layanan : BRImo
 User id : …
 Sejak : …
 Jenis trx : …
 Error code yang diterima : …
 Sebanyak : … (Berapa kali)
 Status jaringan : Normal
 Merk Hp yang digunakan :
 Versi aplikasi BRImo yang digunakan :
 Versi Android/iOS yang digunakan :
 Keterangan : .
 
 (Copy status IB dari WBS)",,8602
204,8603,TRUE,Resolution Center,Korporasi,Servicing,Cash Management,Platform & Device Support,"IBBIZ ( informasi, Maintenance, Complain)","Nasabah Menanyakan Cara, Syarat & Ketentuan Terkait Produk IBBIZ",,,,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,,"Berlaku juga untuk produk Giro, Add new call type: Complaint IBBIZ (T2.1 - CRS, T4.1 - APP)",T1 - Agent CCT/Frontliner,1,,,,,1,,Done,LCC-CCTNIK,,,,1A,Regular Banking,"Ch komplain tidak bisa menggunakan IBBIZ
User id/Corp id          : 
Jenis trx         :
Error code yang diterima  : 
Status jaringan     : Normal
Keterangan               : 

Sudah informasikan :..",,8603
205,8607,TRUE,Resolution Center,Individu Umum,Savings,Tabungan,Complaint - Non-Transaction,"Whatsapp, Email dan SMS Notifikasi (Penghapusan/Permasalahan Whatsapp, Email dan SMS Notifikasi)",Nasabah/Non-Nasabah Komplain Menerima Notifikasi Atas Transaksi yang Bukan Miliknya,1.0,"1. Nasabah
2. Non-Nasabah",,,Move to Resolution Center,,Low,3 ~ 5,2.0,3.0,"Sub: Nasabah, Non-Nasabah","T2.1 - CRS, T4.1 - APP(SDK)",1,1,,,2,4,3,Done,LCC-CCTNIK,,,,1C,Regular Banking,"Nasabah komplain tidak menerima Whatsapp, SMS dan Email Notifikasi nasabah terima notifikasi namun bukan pemilik rekening (pilih salah satu)
 Sejak : Tgl …
 No Ponsel : …
 Nominal yg dinotifikasi : …
 Mutasi pada rekening nasabah yaitu :
 Pada : Dana debet/kredit tgl …
 Sebesar : …
 
 (lampirkan Copy/screen shoot Whatsapp, SMS dan Email Notifikasi yang diterima)
 
 Nasabah menanyakan Whatsapp, SMS dan Email Notifikasi
 sudah infokan
 
 (Copy status layanan Whatsapp, SMS dan Email Notifikasi)",,8607
206,8610,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Request,Pengajuan Pembukaan EDC Merchant/QRIS baru,Merchant Komplain Pengajuan Pembukaan EDC/QRIS Baru Belum Ditindaklanjuti,,,,,Move to Resolution Center,,High,11 ~ 15,11.0,7.0,,"T3.1 - FST(MIM), T2.1 - Branch(Uker)",1,5,,2,,8,7,Done,RPT-MIM,,,,1B,Regular Banking,"Nasabah menanyakan cara pengajuan EDC Merchant baru
 
 Nasabah a/n :
 No Hp :
 
 Sudah info sesuai ketentuan. Terima kasih
 
 Nasabah Pengajuan Pembukaan EDC Merchant baru :
 Nama Merchant :
 Alamat Merchant :
 PIC Merchant/PIC BRI :
 NIK :
 Tanggal mendaftarkan :
 Pengajuan edc merchant melalui : ( Unit Kerja BRI / Web jadimerchant )
 Keterangan tambahan :
 
 
 Mohon tindak lanut, terima kasih.",,8610
207,8615,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Platform & Device Support,Merchant - Perangkat - Tidak dapat melakukan transaksi,Unit Kerja/Merchant Mengajukan Perbaikan Mesin EDC Merchant,1.0,"1. Kerusakan Perangkat
2. Penggantian Charger
3. Jaringan Bermasalah
4. Printer Rusak",,,No Change,Move to FST,Extremely High,21 ~ 70,35.0,2.0,"Sub: Kerusakan Perangkat, Penggantian Charger, Jaringan Bermasalah, Printer Rusak","T2.1 - Branch(Uker)/Call Agent, Include Third Party",3,,,,,3,2,Done,RPT-MIM,,,,1B,Regular Banking,"Mohon untuk kunjungan teknisi ke lokasi merchant sbb :  
MID             :  
TID              :  
Nama Merchant   :  
PIC Merchant   :  
Keterangan : EDC TIDAK DAPAT TRX, RESPON …………. 
Atas kerjasamanya, terima kasih.",Tiket terkait merchant dibuat diMMS yang sudah integrasi dengan bricare dan dibuat dan ditutup oleh BO,8615
208,8616,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Platform & Device Support,Merchant - Perangkat - Informasi penggunaan EDC,Merchant Menanyakan Informasi Penggunaan Mesin EDC Merchant,,,,,Move to Resolution Center,Move to FST,Very High,16 ~ 20,16.0,2.0,,T1 - Agent CCT/Frontliner,1,,,,,1,,Done,RPT-MIM,,,,1A,Regular Banking,"Mohon untuk kunjungan teknisi ke lokasi merchant sbb :  
MID             :  
TID              :  
Nama Merchant   :  
PIC Merchant   :  
Keterangan : EDC TIDAK DAPAT TRX, RESPON …………. 
Atas kerjasamanya, terima kasih.",,8616
209,8618,TRUE,Resolution Center,UMKM,Transaction Banking,Merchant Solutions,Platform & Device Support,Merchant - Perangkat - Kerusakan EDC/Perangkat pendukung,Unit Kerja/Merchant Mengajukan Penggantian Mesin EDC Merchant,,,,,Move to Resolution Center,,Extremely High,21 ~ 70,24.0,2.0,,T2.1 - FST(MIM),1,2,,,,3,2,Done,RPT-MIM,,,,1B,Regular Banking,"Mohon untuk kunjungan teknisi ke lokasi merchant sbb :  
MID             :  
TID              :  
Nama Merchant   :  
PIC Merchant   :  
Keterangan : EDC TIDAK DAPAT TRX, RESPON …………. 
Atas kerjasamanya, terima kasih.",,8618
21,8619,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Request,Merchant - Perangkat - Permintaan kertas termal,Unit Kerja/Merchant Mengajukan Permintaan Kertas Thermal Mesin EDC Merchant,,,,,No Change,Move to FST,Very High,16 ~ 20,17.0,2.0,,T1 - Agent CCT include Third Party,3,,,,,3,2,Done,RPT-MIM,,,,1B,Regular Banking,"Mohon untuk kunjungan teknisi ke lokasi merchant sbb :  
MID             :  
TID              :  
Nama Merchant   :  
PIC Merchant   :  
Keterangan : EDC TIDAK DAPAT TRX, RESPON …………. 
Atas kerjasamanya, terima kasih.",,8619
211,8620,TRUE,Resolution Center,UMKM,Transaction Banking,Merchant Solutions,Products / Promotion Inquiry,Merchant - Informasi produk BRI,"Merchant Menanyakan Cara, Syarat & Ketentuan Produk Merchant BRI",1.0,"1. Cara Penambahan EDC
2. Informasi produk Merchant BRI
3. Kendala Aplikasi BRI Merchant
4. Status Transaksi Merchant",,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,,"Sub: Cara Penambahan EDC, Informasi produk Merchant BRI, Kendala Aplikasi BRI Merchant, Status Transaksi Merchant",T1 - Agent CCT/Frontliner,1,,,,,1,,Done,LCC-CCTCALL,,,,1A,Regular Banking,"Format laporan :                
Nasabah menanyakan Informasi Produk Merchant BRI: …..                
Promo yang berlaku :                
Promo yang diterima : ….                
Sudah dijelaskan sesuai pertanyaan nasabah                
Catat nomor ponsel nasbah yang dapat dihubungi                
Mohon bantuan untuk tindak lanjut. Terima kasih              

Format laporan :
Nasabah menanyakan Informasi penambahan EDC BRI
Sudah dijelaskan sesuai pertanyaan nasabah. 
Terima kasih
  
Format laporan :
Nasabah komplain BRI aplikasi BRI Merchant : …..
User name :
Type ponsel :
Nomor ponsel :
Sistem Android/iOS :
Respon gagal :
Versi aplikasi yg sedang digunakan : 

Mohon bantuan untuk tindak lanjut. Terima kasih
#AplikasiBRIMerchant",,8620
212,8623,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,Merchant - Transaksi BRIZZI - Kurang bayar,Merchant Komplain Kurang/Belum Terbayar atas Settlement Transaksi BRIZZI,,,1,"1. bukti transaksi ( struk duplicate )
2. struk settlement
3. berita acara bersedia didebet bila double settlement",No Change,Move to FST,Medium,6 ~ 10,6.0,7.0,"Agent agar dapat diberikan akses ke portal BRIZZI untuk melakukan pengecekan, adanya pengembangan dashboard pada new MMS","T3.1 - FST(MCO), Include POD(MSR)",1,,,7,,8,7,Done,RPT-MCO,,,,1B,Regular Banking,"Terdapat transaksi pada tanggal : 
Nominal total transaksi : Rp 
Waktu Settlement : ( Tanggal dan jam settlement) 
Nominal Settlement : Rp 
Nomor Kartu Nasabah :
Transaksi berhasil dan keluar struk tetapi sampai saat ini dana nya belum terbayarkan. Mohon untuk dilakukan pengecekan.Terima kasih.",,8623
213,8624,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Request,Merchant - Transaksi BRIZZI - Refund (Permintaan merchant/customer),Merchant Mengajukan Pengembalian Dana (Refund) atas Pembelian Menggunakan BRIZZI,,,1,"1. bukti transaksi ( struk duplicate )
2. struk settlement
3. berita acara bersedia didebet bila double settlement",No Change,Move to FST,Extremely High,21 ~ 70,38.0,7.0,FST will investigate & close ticket,"T3.1 - FST(MCO), include NFT(ISSUER)",1,,,4,,5,4,Done,RPT-MCO,,,,1B,Regular Banking,"Terdapat transaksi pada
tanggal :  
Nominal total transaksi : Rp  
Waktu Settlement : ( Tanggal dan jam settlement)  
Nominal Settlement : Rp  
Nomor Kartu Nasabah :  
Keterangan : ",,8624
214,8625,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,Merchant - Transaksi Debit BRI - Kurang bayar,Merchant Komplain Kurang/Belum Terbayar atas Settlement Transaksi Kartu Debit BRI,,,1,"1. bukti transaksi ( struk duplicate )
2. struk settlement
3. berita acara bersedia didebet bila double settlement",No Change,Move to FST,Extremely High,21 ~ 70,33.0,7.0,,"T3.1 - FST(MCO), Include POD(MSR)",1,,,4,,5,4,Done,RPT-MCO,,,,1B,Regular Banking,"Terdapat transaksi pada tanggal : 
Nominal total transaksi : Rp 
Waktu Settlement : ( Tanggal dan jam settlement) 
Nominal Settlement : Rp 
Nomor Kartu Nasabah :
Transaksi berhasil dan keluar struk tetapi sampai saat ini dana nya belum terbayarkan. Mohon untuk dilakukan pengecekan.Terima kasih.",,8625
215,8627,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,Merchant - Transaksi Debit BRI - Refund (permintaan merchant/customer),Merchant Mengajukan Pengembalian Dana (Refund) atas Pembelian Menggunakan Kartu Debit BRI,1.0,"1. kendala sistem
2. Permintaan Merchant",1,"1. bukti transaksi ( struk duplicate )
2. struk settlement
3. berita acara bersedia didebet bila double settlement",Move to Resolution Center,Move to NFT,Very High,16 ~ 20,18.0,2.0,Sub: kendala sistem; atas permintaan merchant sendiri,T2.1 - FST(MCO),1,2,,,,3,2,Done,RPT-MCO,,,,1B,Regular Banking,"Terdapat transaksi pada
tanggal :  
Nominal total transaksi : Rp  
Waktu Settlement : ( Tanggal dan jam settlement)  
Nominal Settlement : Rp  
Nomor Kartu Nasabah :  
Keterangan : ",,8627
216,8628,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,Merchant - Transaksi KK BRI/Kartu bank lain - Kurang bayar,Merchant Komplain Kurang/Belum Terbayar atas Settlement Transaksi Kartu Kredit BRI/Kartu Bank Lain,,,1,"1. bukti transaksi ( struk duplicate )
2. struk settlement
3. berita acara bersedia didebet bila double settlement",No Change,Move to FST,Extremely High,21 ~ 70,23.0,2.0,,"T3.1 - FST(MCO), Include POD(MSR)",1,,,4,,5,4,Done,RPT-MCO,,,,1B,Regular Banking,"Terdapat transaksi pada tanggal : 
Nominal total transaksi : Rp 
Waktu Settlement : ( Tanggal dan jam settlement) 
Nominal Settlement : Rp 
Nomor Kartu Nasabah :
Transaksi berhasil dan keluar struk tetapi sampai saat ini dana nya belum terbayarkan. Mohon untuk dilakukan pengecekan.Terima kasih.",,8628
217,8630,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,Merchant - Transaksi KK BRI/Kartu bank lain - Refund (permintaan merchant/customer),Merchant Mengajukan Pengembalian Dana (Refund) atas Pembelian Menggunakan Kartu Kredit BRI/Kartu Bank Lain,1.0,"1. kendala sistem
2. Permintaan Merchant",1,"1. bukti transaksi ( struk duplicate )
2. struk settlement
3. berita acara bersedia didebet bila double settlement",No Change,Move to FST,Extremely High,21 ~ 70,23.0,2.0,Sub: kendala sistem; atas permintaan merchant sendiri,"T3.1 - FST(MCO), Include POD(MSR)",1,,,4,,5,4,Done,RPT-MCO,,,,1B,Regular Banking,"Terdapat transaksi pada
tanggal :  
Nominal total transaksi : Rp  
Waktu Settlement : ( Tanggal dan jam settlement)  
Nominal Settlement : Rp  
Nomor Kartu Nasabah :  
Keterangan : ",,8630
218,8632,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,QRIS Statis - Kurang Bayar,Merchant Komplain Kurang/Belum Terbayar atas Settlement Transaksi QRIS Statis,,,1,"1. Barcode tempel
2. bukti transaksi (struk/salesdraft)
3. notif transaksi berhasil pelanggan (jika ada)",No Change,,Medium,6 ~ 10,5.0,3.0,,"T3.1 - FST(MCO), Include POD(MSR)",1,,,4,,5,4,Done,RPT-MCO,,,,1B,Regular Banking,"Store merchant dengan data sbb :          
ID Store/TID Merchant :          
Kode Agen :          
Lokasi  :          
PIC       :          
Telah Terjadi Transaksi  QRIS        
Tgl     :          
Sebesar     : Rp  ……         
Sebanyak  :    ……. Kali         
Jenis QRIS  :    ………………………………………   (BRImo/LinkAja/Alipay/OVO dll) a/n -------         
Keterangan : transaksi tidak berhasil, namun Saldo Rekening/ewallet tetap terdebet        
Transaksi QRIS berhasil namun gagal settlement (saldo belum masuk ke rekening merchant)        
Mohon untuk dapat ditindaklanjuti.         
Atas bantuannya saya ucapkan terima kasih.         
( Copy transaksi yang terdapat pada aplikasi Portal QRIS pada laporan BRIcare)",,8632
