No,Case Types,active,User Grouping_New,Segment,Product,Sub Product,Case Category,Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Suggestion,Suggestion - Breakdown,Level of Effort,"Range of Days 
(Actual SLA)","Actual SLA
(days)","Target SLA 
(days)",BRI Notes,Team Name,T1 - Agent CCT/Frontliner,T2.1 - Supporting Unit,T2.2 - Supporting Unit,T3.1 - Product Owner,T4.1 - Technical Team,Total SLA,New SLA,Status,GIC,Maker,Checker,Signer,Courtesy Awal,Kebutuhan Data,Detail BRICare,Unnamed: 58,external_id,Cleaned Team Name,Level 1 Escalation Team,Level 2 Escalation Team,Level 3 Escalation Team,Level 4 Escalation Team
196.0,8445,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Sanggahan Transaksi Koreksi ( Korr ),Nasabah Komplain Terkait Sanggahan Transaksi Koreksi,0.0,,0,,Move to Resolution Center,Move to CCT,Low,3 ~ 5,3.0,3.0,"Agent Leader agar dapat diberikan akses ke MASPro untuk melakukan identifikasi remarks Koreksi, sekaligus dictionary remarks koreksi, agar dapat di update pada WI",T2.1 - CRS,1.0,2.0,,,,3.0,2.0,Done,LCC-CRC,,,,1B,Regular Banking,"Nasabah melaporkan saldo berkurang, merasa tidak pernah melakukan transaksi.
 Saldo yang berkurang sebesar : Rp. …
 Transaksi yang tidak diakui :
 Sebanyak : …( berapa kali )
 Tanggal : …
 Layanan yang teregistrasi saat pelaporan :
 sudah jelaskan jenis transaksi yang disanggah : .......
 ( Cek CHS dan kamus transaksi di Library )
 Jika detail transaksdi i yang disanggah : ""Korxxxxxxx""
 apakah ada pinjaman BRI :
 apakah terdaftar autodebet :
 apakah pernah transaksi pada tanggal yang tercantum di ""Korxxxxx"" :
 
 ( Copy transaksi yang disanggah dari CHS)
 
 Kantor BRI yang bisa dikunjungi nasabah :",,8445,T2.1-CRS,T2.1-CRS,,,
197.0,8494,True,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Buka Tabungan Emas Melalui Aplikasi BRImo,"Nasabah menanyakan dan komplain terkait cara membuka tabungan emas melalui aplikasi BRImo, gagal membuka tabungan emas, tapi saldo berkurang, dan gagal auto debit",0.0,,0,,,,,,5.0,5.0,Done,T2.1 - CRS,1.0,5.0,,,,6.0,5.0,,LCC-CCTCALL,,,,1B,Regular Banking,"Nasabah gagal Buka Tabungan Emas : 
Nomor rekening sumber dana : 
Nomor rekening Tabungan Emas Pegadaian : 
Echannel  :  BRImo                                         
Nomor Referensi transaksi di BRImo : 
Nominal transaksi : 
Remark mutasi  :  ……    ( Jika nomor referensi tidak ada )        ",,8494,T2.1-CRS,T2.1-CRS,,,
198.0,8495,True,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Beli Emas Melalui Aplikasi BRImo,"Nasabah gagal membeli emas melalui aplikasi BRImo, saldo berkurang atau emas belum bertambah",0.0,,0,,,,,,5.0,5.0,Done,T2.1 - CRS,1.0,5.0,,,,6.0,5.0,,LCC-CCTCALL,,,,1B,Regular Banking,"Nasabah Gagal Jual Emas : 
Nomor rekening sumber dana : 
Nomor rekening Tabungan Emas Pegadaian : 
Echannel  :  BRImo                                         
Nomor Referensi transaksi di BRImo : 
Nominal transaksi : 
Remark mutasi  :  ……    ( Jika nomor referensi tidak ada )    ",,8495,T2.1-CRS,T2.1-CRS,,,
199.0,8496,True,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Jual Emas Melalui Aplikasi BRImo,"Nasabah gagal menjual emas melalui aplikasi BRImo, emas berkurang atau saldo belum bertambah",0.0,,0,,,,,,5.0,5.0,Done,T2.1 - CRS,1.0,5.0,,,,6.0,5.0,,LCC-CCTCALL,,,,1B,Regular Banking,"Nasabah Gagal Beli Emas : 
Nomor rekening sumber dana : 
Nomor rekening Tabungan Emas Pegadaian : 
Echannel  :  BRImo                                         
Nomor Referensi transaksi di BRImo : 
Nominal transaksi : 
Remark mutasi  :  ……    ( Jika nomor referensi tidak ada )    """,,8496,T2.1-CRS,T2.1-CRS,,,
200.0,8501,True,Resolution Center,"Individu Umum, Individu Priority & Private",Servicing,Kartu Debit,Request,Pengajuan PIN baru (Pin salah),Nasabah Menanyakan Informasi Pengajuan PIN Baru/PIN Salah,0.0,,0,,Move to Resolution Center,,Very Low,0 ~ 2,0.0,0.0,,T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,Done,LCC-CCTCALL,,,,1A,Regular Banking,"Nasabah menanyakan status PIN kartu ATM :
 Detail komplain nsb : (catat dengan lengkap)
 Solusi/informasi kpd nsb:
 
 (Copy status kartu ATM dari WBS/CAMS)",,8501,T1-CCT/Frontliner,,,,
201.0,8502,True,Resolution Center,Individu Priority & Private,Loans,Kartu Kredit,Complaint - Non-Transaction,Belum Terima Kartu Prioritas,Nasabah komplain terkait belum terima kartu prioritas,0.0,,0,,,,,,0.0,0.0,Done,T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,,LCC-CCTCALL,,,,1A,Regular Banking,"Nasabah melaporkan belum terima pin/kartu ATM (perpanjangan/baru/pengganti) Prioritas
 No kartu ATM :
 Nama pemilik rekening
 Hasil kordinasi dengan PBO (SLP) adalah:",,8502,T1-CCT/Frontliner,,,,
202.0,8505,True,Resolution Center,Individu Priority & Private,Loans,Kartu Kredit,Request,Pengaktifan Kartu BRI Prioritas,Nasabah Mengajukan Aktivasi Kartu Debit BRI Prioritas,0.0,,0,,Move to Resolution Center,,Very Low,0 ~ 2,0.0,0.0,Perlu adanya pembaharuan proses internal,T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,Done,LCC-CCTCALL,,,,1A,Regular Banking,"Mohon bantuannya untuk pengaktifan kartu ATM nasabah Prioritas dengan data nasabah:
 Diterima melalui Email:
 1. Nama Nasabah:
 2. No rekening:
 3. Alasan:
 
 Uker: (Cantum nama Uker sesuai Nota Pengaktifan Kartu) (Copy WBS)",,8505,T1-CCT/Frontliner,,,,
203.0,8602,True,Resolution Center,Individu Umum,Servicing,Mobile Banking,Platform & Device Support,BRImo Permasalahan Sistem Error,Nasabah Komplain Terkait Permasalahan System Error BRImo,1.0,"1. Error Code
2. Gagal Tarik Tunai Melalui BRImo (Dana Tidak Terdebet)
3. Gagal Verifikasi BRImo (OTP diterima namun Verifikasi gagal)
4. Lambat/Koneksi Terputus
5. Safety Mode
6. Terima Email Notifikasi Namun Terlambat
7. Tidak Menerima Aktifitas Transaksi
8. Tidak Terima Email Notifikasi
9. Tidak Terima OTP
10. User ID Terblokir Tanpa Salah Password",0,,Move to Resolution Center,,Very Low,0 ~ 2,0.0,1.0,"Sub: Lupa PIN, User ID terblokir, Lupa User ID, Tidak Terima OTP, Tidak Terima Email Notifikasi, Error Code, Gagal Verifikasi, Safety Mode, Lainnya, Agar dapat di intergrasi dengan ITSM",T4.1 - APP(SDK),1.0,,,,2.0,3.0,2.0,Partially Done,LCC-CCTCALL,,,,1B,Regular Banking,"Ch komplain tidak bisa menggunakan E-channel BRI
 Layanan : BRImo
 User id : …
 Sejak : …
 Jenis trx : …
 Error code yang diterima : …
 Sebanyak : … (Berapa kali)
 Status jaringan : Normal
 Merk Hp yang digunakan :
 Versi aplikasi BRImo yang digunakan :
 Versi Android/iOS yang digunakan :
 Keterangan : .
 
 (Copy status IB dari WBS)",,8602,T4.1-APP(SDK),T4.1-APP(SDK),,,
204.0,8603,True,Resolution Center,Korporasi,Servicing,Cash Management,Platform & Device Support,"IBBIZ ( informasi, Maintenance, Complain)","Nasabah Menanyakan Cara, Syarat & Ketentuan Terkait Produk IBBIZ",0.0,,0,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,0.0,0.0,"Berlaku juga untuk produk Giro, Add new call type: Complaint IBBIZ (T2.1 - CRS, T4.1 - APP)",T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,Done,LCC-CCTNIK,,,,1A,Regular Banking,"Ch komplain tidak bisa menggunakan IBBIZ
User id/Corp id          : 
Jenis trx         :
Error code yang diterima  : 
Status jaringan     : Normal
Keterangan               : 

Sudah informasikan :..",,8603,T1-CCT/Frontliner,,,,
205.0,8607,True,Resolution Center,Individu Umum,Savings,Tabungan,Complaint - Non-Transaction,"Whatsapp, Email dan SMS Notifikasi (Penghapusan/Permasalahan Whatsapp, Email dan SMS Notifikasi)",Nasabah/Non-Nasabah Komplain Menerima Notifikasi Atas Transaksi yang Bukan Miliknya,1.0,"1. Nasabah
2. Non-Nasabah",0,,Move to Resolution Center,,Low,3 ~ 5,2.0,3.0,"Sub: Nasabah, Non-Nasabah","T2.1 - CRS, T4.1 - APP(SDK)",1.0,1.0,,,2.0,4.0,3.0,Done,LCC-CCTNIK,,,,1C,Regular Banking,"Nasabah komplain tidak menerima Whatsapp, SMS dan Email Notifikasi nasabah terima notifikasi namun bukan pemilik rekening (pilih salah satu)
 Sejak : Tgl …
 No Ponsel : …
 Nominal yg dinotifikasi : …
 Mutasi pada rekening nasabah yaitu :
 Pada : Dana debet/kredit tgl …
 Sebesar : …
 
 (lampirkan Copy/screen shoot Whatsapp, SMS dan Email Notifikasi yang diterima)
 
 Nasabah menanyakan Whatsapp, SMS dan Email Notifikasi
 sudah infokan
 
 (Copy status layanan Whatsapp, SMS dan Email Notifikasi)",,8607,"T2.1-CRS,T4.1-APP(SDK)",T2.1-CRS,T4.1-APP(SDK),,
206.0,8610,True,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Request,Pengajuan Pembukaan EDC Merchant/QRIS baru,Merchant Komplain Pengajuan Pembukaan EDC/QRIS Baru Belum Ditindaklanjuti,0.0,,0,,Move to Resolution Center,,High,11 ~ 15,11.0,7.0,,"T3.1 - FST(MIM), T2.1 - Branch(Uker)",1.0,5.0,,2.0,,8.0,7.0,Done,RPT-MIM,,,,1B,Regular Banking,"Nasabah menanyakan cara pengajuan EDC Merchant baru
 
 Nasabah a/n :
 No Hp :
 
 Sudah info sesuai ketentuan. Terima kasih
 
 Nasabah Pengajuan Pembukaan EDC Merchant baru :
 Nama Merchant :
 Alamat Merchant :
 PIC Merchant/PIC BRI :
 NIK :
 Tanggal mendaftarkan :
 Pengajuan edc merchant melalui : ( Unit Kerja BRI / Web jadimerchant )
 Keterangan tambahan :
 
 
 Mohon tindak lanut, terima kasih.",,8610,"T3.1-FST(MIM),T2.1-Branch(Uker)",T3.1-FST(MIM),T2.1-Branch(Uker),,
207.0,8615,True,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Platform & Device Support,Merchant - Perangkat - Tidak dapat melakukan transaksi,Unit Kerja/Merchant Mengajukan Perbaikan Mesin EDC Merchant,1.0,"1. Kerusakan Perangkat
2. Penggantian Charger
3. Jaringan Bermasalah
4. Printer Rusak",0,,No Change,Move to FST,Extremely High,21 ~ 70,35.0,2.0,"Sub: Kerusakan Perangkat, Penggantian Charger, Jaringan Bermasalah, Printer Rusak","T2.1 - Branch(Uker)/Call Agent, Include Third Party",3.0,,,,,3.0,2.0,Done,RPT-MIM,,,,1B,Regular Banking,"Mohon untuk kunjungan teknisi ke lokasi merchant sbb :  
MID             :  
TID              :  
Nama Merchant   :  
PIC Merchant   :  
Keterangan : EDC TIDAK DAPAT TRX, RESPON …………. 
Atas kerjasamanya, terima kasih.",Tiket terkait merchant dibuat diMMS yang sudah integrasi dengan bricare dan dibuat dan ditutup oleh BO,8615,"T2.1-Branch(Uker)/Call,ThirdParty",T2.1-Branch(Uker)/Call,ThirdParty,,
208.0,8616,True,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Platform & Device Support,Merchant - Perangkat - Informasi penggunaan EDC,Merchant Menanyakan Informasi Penggunaan Mesin EDC Merchant,0.0,,0,,Move to Resolution Center,Move to FST,Very High,16 ~ 20,16.0,2.0,,T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,Done,RPT-MIM,,,,1A,Regular Banking,"Mohon untuk kunjungan teknisi ke lokasi merchant sbb :  
MID             :  
TID              :  
Nama Merchant   :  
PIC Merchant   :  
Keterangan : EDC TIDAK DAPAT TRX, RESPON …………. 
Atas kerjasamanya, terima kasih.",,8616,T1-CCT/Frontliner,,,,
209.0,8618,True,Resolution Center,UMKM,Transaction Banking,Merchant Solutions,Platform & Device Support,Merchant - Perangkat - Kerusakan EDC/Perangkat pendukung,Unit Kerja/Merchant Mengajukan Penggantian Mesin EDC Merchant,0.0,,0,,Move to Resolution Center,,Extremely High,21 ~ 70,24.0,2.0,,T2.1 - FST(MIM),1.0,2.0,,,,3.0,2.0,Done,RPT-MIM,,,,1B,Regular Banking,"Mohon untuk kunjungan teknisi ke lokasi merchant sbb :  
MID             :  
TID              :  
Nama Merchant   :  
PIC Merchant   :  
Keterangan : EDC TIDAK DAPAT TRX, RESPON …………. 
Atas kerjasamanya, terima kasih.",,8618,T2.1-FST(MIM),T2.1-FST(MIM),,,
210.0,8619,True,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Request,Merchant - Perangkat - Permintaan kertas termal,Unit Kerja/Merchant Mengajukan Permintaan Kertas Thermal Mesin EDC Merchant,0.0,,0,,No Change,Move to FST,Very High,16 ~ 20,17.0,2.0,,T1 - Agent CCT include Third Party,3.0,,,,,3.0,2.0,Done,RPT-MIM,,,,1B,Regular Banking,"Mohon untuk kunjungan teknisi ke lokasi merchant sbb :  
MID             :  
TID              :  
Nama Merchant   :  
PIC Merchant   :  
Keterangan : EDC TIDAK DAPAT TRX, RESPON …………. 
Atas kerjasamanya, terima kasih.",,8619,T1-CCTincludeThirdParty,T1-CCTincludeThirdParty,,,
211.0,8620,True,Resolution Center,UMKM,Transaction Banking,Merchant Solutions,Products / Promotion Inquiry,Merchant - Informasi produk BRI,"Merchant Menanyakan Cara, Syarat & Ketentuan Produk Merchant BRI",1.0,"1. Cara Penambahan EDC
2. Informasi produk Merchant BRI
3. Kendala Aplikasi BRI Merchant
4. Status Transaksi Merchant",0,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,0.0,0.0,"Sub: Cara Penambahan EDC, Informasi produk Merchant BRI, Kendala Aplikasi BRI Merchant, Status Transaksi Merchant",T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,Done,LCC-CCTCALL,,,,1A,Regular Banking,"Format laporan :                
Nasabah menanyakan Informasi Produk Merchant BRI: …..                
Promo yang berlaku :                
Promo yang diterima : ….                
Sudah dijelaskan sesuai pertanyaan nasabah                
Catat nomor ponsel nasbah yang dapat dihubungi                
Mohon bantuan untuk tindak lanjut. Terima kasih              

Format laporan :
Nasabah menanyakan Informasi penambahan EDC BRI
Sudah dijelaskan sesuai pertanyaan nasabah. 
Terima kasih
  
Format laporan :
Nasabah komplain BRI aplikasi BRI Merchant : …..
User name :
Type ponsel :
Nomor ponsel :
Sistem Android/iOS :
Respon gagal :
Versi aplikasi yg sedang digunakan : 

Mohon bantuan untuk tindak lanjut. Terima kasih
#AplikasiBRIMerchant",,8620,T1-CCT/Frontliner,,,,
212.0,8623,True,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,Merchant - Transaksi BRIZZI - Kurang bayar,Merchant Komplain Kurang/Belum Terbayar atas Settlement Transaksi BRIZZI,0.0,,1,"1. bukti transaksi ( struk duplicate )
2. struk settlement
3. berita acara bersedia didebet bila double settlement",No Change,Move to FST,Medium,6 ~ 10,6.0,7.0,"Agent agar dapat diberikan akses ke portal BRIZZI untuk melakukan pengecekan, adanya pengembangan dashboard pada new MMS","T3.1 - FST(MCO), Include POD(MSR)",1.0,,,7.0,,8.0,7.0,Done,RPT-MCO,,,,1B,Regular Banking,"Terdapat transaksi pada tanggal : 
Nominal total transaksi : Rp 
Waktu Settlement : ( Tanggal dan jam settlement) 
Nominal Settlement : Rp 
Nomor Kartu Nasabah :
Transaksi berhasil dan keluar struk tetapi sampai saat ini dana nya belum terbayarkan. Mohon untuk dilakukan pengecekan.Terima kasih.",,8623,"T3.1-FST(MCO),POD(MSR)",T3.1-FST(MCO),POD - Mass Service,,
213.0,8624,True,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Request,Merchant - Transaksi BRIZZI - Refund (Permintaan merchant/customer),Merchant Mengajukan Pengembalian Dana (Refund) atas Pembelian Menggunakan BRIZZI,0.0,,1,"1. bukti transaksi ( struk duplicate )
2. struk settlement
3. berita acara bersedia didebet bila double settlement",No Change,Move to FST,Extremely High,21 ~ 70,38.0,7.0,FST will investigate & close ticket,"T3.1 - FST(MCO), include NFT(ISSUER)",1.0,,,4.0,,5.0,4.0,Done,RPT-MCO,,,,1B,Regular Banking,"Terdapat transaksi pada
tanggal :  
Nominal total transaksi : Rp  
Waktu Settlement : ( Tanggal dan jam settlement)  
Nominal Settlement : Rp  
Nomor Kartu Nasabah :  
Keterangan : ",,8624,"T3.1-FST(MCO),includeNFT(ISSUER)",T3.1-FST(MCO),includeNFT(ISSUER),,
214.0,8625,True,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,Merchant - Transaksi Debit BRI - Kurang bayar,Merchant Komplain Kurang/Belum Terbayar atas Settlement Transaksi Kartu Debit BRI,0.0,,1,"1. bukti transaksi ( struk duplicate )
2. struk settlement
3. berita acara bersedia didebet bila double settlement",No Change,Move to FST,Extremely High,21 ~ 70,33.0,7.0,,"T3.1 - FST(MCO), Include POD(MSR)",1.0,,,4.0,,5.0,4.0,Done,RPT-MCO,,,,1B,Regular Banking,"Terdapat transaksi pada tanggal : 
Nominal total transaksi : Rp 
Waktu Settlement : ( Tanggal dan jam settlement) 
Nominal Settlement : Rp 
Nomor Kartu Nasabah :
Transaksi berhasil dan keluar struk tetapi sampai saat ini dana nya belum terbayarkan. Mohon untuk dilakukan pengecekan.Terima kasih.",,8625,"T3.1-FST(MCO),POD(MSR)",T3.1-FST(MCO),POD - Mass Service,,
215.0,8627,True,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,Merchant - Transaksi Debit BRI - Refund (permintaan merchant/customer),Merchant Mengajukan Pengembalian Dana (Refund) atas Pembelian Menggunakan Kartu Debit BRI,1.0,"1. kendala sistem
2. Permintaan Merchant",1,"1. bukti transaksi ( struk duplicate )
2. struk settlement
3. berita acara bersedia didebet bila double settlement",Move to Resolution Center,Move to NFT,Very High,16 ~ 20,18.0,2.0,Sub: kendala sistem; atas permintaan merchant sendiri,T2.1 - FST(MCO),1.0,2.0,,,,3.0,2.0,Done,RPT-MCO,,,,1B,Regular Banking,"Terdapat transaksi pada
tanggal :  
Nominal total transaksi : Rp  
Waktu Settlement : ( Tanggal dan jam settlement)  
Nominal Settlement : Rp  
Nomor Kartu Nasabah :  
Keterangan : ",,8627,T2.1-FST(MCO),T2.1-FST(MCO),,,
216.0,8628,True,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,Merchant - Transaksi KK BRI/Kartu bank lain - Kurang bayar,Merchant Komplain Kurang/Belum Terbayar atas Settlement Transaksi Kartu Kredit BRI/Kartu Bank Lain,0.0,,1,"1. bukti transaksi ( struk duplicate )
2. struk settlement
3. berita acara bersedia didebet bila double settlement",No Change,Move to FST,Extremely High,21 ~ 70,23.0,2.0,,"T3.1 - FST(MCO), Include POD(MSR)",1.0,,,4.0,,5.0,4.0,Done,RPT-MCO,,,,1B,Regular Banking,"Terdapat transaksi pada tanggal : 
Nominal total transaksi : Rp 
Waktu Settlement : ( Tanggal dan jam settlement) 
Nominal Settlement : Rp 
Nomor Kartu Nasabah :
Transaksi berhasil dan keluar struk tetapi sampai saat ini dana nya belum terbayarkan. Mohon untuk dilakukan pengecekan.Terima kasih.",,8628,"T3.1-FST(MCO),POD(MSR)",T3.1-FST(MCO),POD - Mass Service,,
217.0,8630,True,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,Merchant - Transaksi KK BRI/Kartu bank lain - Refund (permintaan merchant/customer),Merchant Mengajukan Pengembalian Dana (Refund) atas Pembelian Menggunakan Kartu Kredit BRI/Kartu Bank Lain,1.0,"1. kendala sistem
2. Permintaan Merchant",1,"1. bukti transaksi ( struk duplicate )
2. struk settlement
3. berita acara bersedia didebet bila double settlement",No Change,Move to FST,Extremely High,21 ~ 70,23.0,2.0,Sub: kendala sistem; atas permintaan merchant sendiri,"T3.1 - FST(MCO), Include POD(MSR)",1.0,,,4.0,,5.0,4.0,Done,RPT-MCO,,,,1B,Regular Banking,"Terdapat transaksi pada
tanggal :  
Nominal total transaksi : Rp  
Waktu Settlement : ( Tanggal dan jam settlement)  
Nominal Settlement : Rp  
Nomor Kartu Nasabah :  
Keterangan : ",,8630,"T3.1-FST(MCO),POD(MSR)",T3.1-FST(MCO),POD - Mass Service,,
218.0,8632,True,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,QRIS Statis - Kurang Bayar,Merchant Komplain Kurang/Belum Terbayar atas Settlement Transaksi QRIS Statis,0.0,,1,"1. Barcode tempel
2. bukti transaksi (struk/salesdraft)
3. notif transaksi berhasil pelanggan (jika ada)",No Change,,Medium,6 ~ 10,5.0,3.0,,"T3.1 - FST(MCO), Include POD(MSR)",1.0,,,4.0,,5.0,4.0,Done,RPT-MCO,,,,1B,Regular Banking,"Store merchant dengan data sbb :          
ID Store/TID Merchant :          
Kode Agen :          
Lokasi  :          
PIC       :          
Telah Terjadi Transaksi  QRIS        
Tgl     :          
Sebesar     : Rp  ……         
Sebanyak  :    ……. Kali         
Jenis QRIS  :    ………………………………………   (BRImo/LinkAja/Alipay/OVO dll) a/n -------         
Keterangan : transaksi tidak berhasil, namun Saldo Rekening/ewallet tetap terdebet        
Transaksi QRIS berhasil namun gagal settlement (saldo belum masuk ke rekening merchant)        
Mohon untuk dapat ditindaklanjuti.         
Atas bantuannya saya ucapkan terima kasih.         
( Copy transaksi yang terdapat pada aplikasi Portal QRIS pada laporan BRIcare)",,8632,"T3.1-FST(MCO),POD(MSR)",T3.1-FST(MCO),POD - Mass Service,,
219.0,8633,True,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,QRIS Statis - Refund (Permintaan Merchant/Customer),Merchant Mengajukan Pengembalian Dana (Refund) atas Pembelian Menggunakan QRIS Statis,1.0,"1. kendala sistem
2. Permintaan Merchant",1,"1. Berita Acara, 
2. Notif transaksi berhasil pelanggan (jika ada)",No Change,Move to FST,Low,3 ~ 5,3.0,3.0,"Sub: kendala sistem; atas permintaan merchant sendiri, Confirm with POD","T3.1 - FST(MCO), Include POD(MSR)",1.0,,,4.0,,5.0,4.0,Done,RPT-MCO,,,,1B,Regular Banking,"Store merchant dengan data sbb :          
ID Store/TID Merchant :          
Kode Agen :          
Lokasi  :          
PIC       :          
Telah Terjadi Transaksi  QRIS        
Tgl     :          
Sebesar     : Rp  ……         
Sebanyak  :    ……. Kali         
Jenis QRIS  :    ………………………………………   (BRImo/LinkAja/Alipay/OVO dll) a/n -------         
Keterangan : transaksi tidak berhasil, namun Saldo Rekening/ewallet tetap terdebet        
Transaksi QRIS berhasil namun gagal settlement (saldo belum masuk ke rekening merchant)        
Mohon untuk dapat ditindaklanjuti.         
Atas bantuannya saya ucapkan terima kasih.         
( Copy transaksi yang terdapat pada aplikasi Portal QRIS pada laporan BRIcare)",,8633,"T3.1-FST(MCO),POD(MSR)",T3.1-FST(MCO),POD - Mass Service,,
220.0,8635,True,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,QRIS Dinamis - Kurang Bayar (Merchant),Merchant Komplain Kurang/Belum Terbayar atas Settlement Transaksi QRIS Dinamis,0.0,,1,"1. Barcode tempel
2. bukti transaksi (struk/salesdraft)
3. notif transaksi berhasil pelanggan (jika ada)",No Change,,Medium,6 ~ 10,6.0,3.0,Confirm with POD,"T3.1 - FST(MCO), Include POD(MSR)",1.0,,,4.0,,5.0,4.0,Done,RPT-MCO,,,,1B,Regular Banking,"Store merchant dengan data sbb :          
ID Store/TID Merchant :          
Kode Agen :          
Lokasi  :          
PIC       :          
Telah Terjadi Transaksi  QRIS        
Tgl     :          
Sebesar     : Rp  ……         
Sebanyak  :    ……. Kali         
Jenis QRIS  :    ………………………………………   (BRImo/LinkAja/Alipay/OVO dll) a/n -------         
Keterangan : transaksi tidak berhasil, namun Saldo Rekening/ewallet tetap terdebet        
Transaksi QRIS berhasil namun gagal settlement (saldo belum masuk ke rekening merchant)        
Mohon untuk dapat ditindaklanjuti.         
Atas bantuannya saya ucapkan terima kasih.         
( Copy transaksi yang terdapat pada aplikasi Portal QRIS pada laporan BRIcare)",,8635,"T3.1-FST(MCO),POD(MSR)",T3.1-FST(MCO),POD - Mass Service,,
